OBI ID	IEDB alternative term	RDFS Label	Textual Definition	Logical Definition Type	Parent	Technique	Input	Reagent	MHC Source	Biological Process	BCell Process Result	TCell Process Result	Output	Unit	Term Editor	Definition Source
OBI:0001330	CXCL9/MIG release|ELISA	ELISA measuring epitope specific chemokine (C-X-C motif) ligand 9 production by T cells	An assay of epitope specific chemokine (C-X-C motif) ligand 9 production by T cells that uses an ELISA.	equivalent	biological activity assay measuring epitope specific chemokine (C-X-C motif) ligand 9 production by T cells	enzyme-linked immunosorbent assay									IEDB	IEDB
OBI:0001333	CCL3/MIP-1a release|biological activity	biological activity assay measuring epitope specific macrophage inflammatory protein-1 alpha production by T cells	A T cell epitope specific cytokine production assay that detects macrophage inflammatory protein-1 alpha production by T cells.	equivalent	biological activity assay measuring epitope specific cytokine production by T cells					macrophage inflammatory protein-1 alpha production					"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001339	IL-4 release|RNA/DNA detection	detection of specific nucleic acids with complementary probes assay measuring epitope specific interleukin-4 production by T cells	An assay of epitope specific interleukin-4 production by T cells that uses a detection of specific nucleic acids with complementary probes assay.	equivalent	biological activity assay measuring epitope specific interleukin-4 production by T cells	detection of specific nucleic acid polymers with complementary probes									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001341	GM-CSF release|bioassay	cell culture analyte detection bioassay measuring epitope specific granulocyte macrophage colony-stimulating factor production by T cells	An assay of epitope specific granulocyte macrophage colony stimulating factor production by T cells that uses a cell culture analyte detection bioassay.	equivalent	biological activity assay measuring epitope specific granulocyte macrophage colony stimulating factor production by T cells	reporter cell line analyte detection bioassay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001342	IL-21 release|ICS	intracellular cytokine staining assay measuring epitope specific interleukin-21 production by T cells	An assay of epitope specific interleukin-21 production by T cells that uses an intracellular cytokine staining assay.	equivalent	biological activity assay measuring epitope specific interleukin-21 production by T cells	flow cytometry assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001343	CCL2/MCP-1 release|RNA/DNA detection	detection of specific nucleic acids with complementary probes assay measuring epitope specific monocyte chemotactic protein-1 production by T cells	An assay of epitope specific monocyte chemotactic protein-1 production by T cells that uses a detection of specific nucleic acids with complementary probes assay.	equivalent	biological activity assay measuring epitope specific monocyte chemotactic protein-1 production by T cells	detection of specific nucleic acid polymers with complementary probes									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001344	CCL2/MCP-1 release|ELISA	ELISA measuring epitope specific monocyte chemotactic protein-1 production by T cells	An assay of epitope specific monocyte chemotactic protein-1 production by T cells that uses an ELISA.	equivalent	biological activity assay measuring epitope specific monocyte chemotactic protein-1 production by T cells	enzyme-linked immunosorbent assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001345	CCL4/MIP-1b release|biological activity	biological activity assay measuring epitope specific chemokine (C-C motif) ligand 4 production by T cells	A T cell epitope specific cytokine production assay that detects chemokine (C-C motif) ligand 4 production by T cells.	equivalent	biological activity assay measuring epitope specific cytokine production by T cells					chemokine (C-C motif) ligand 4 production					"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001346	IL-21 release|ELISA	ELISA measuring epitope specific interleukin-21 production by T cells	An assay of epitope specific interleukin-21 production by T cells that uses an ELISA.	equivalent	biological activity assay measuring epitope specific interleukin-21 production by T cells	enzyme-linked immunosorbent assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001348	type IV hypersensitivity (DTH)|in vivo skin test	in vivo skin test assay measuring T cell epitope specific type IV hypersensitivity	An efficacy of T cell epitope intervention experiment that detects epitope specific type IV hypersensitivity.	equivalent	biological activity assay measuring T cell epitope specific in vivo activity							type IV hypersensitivity			"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001349	IL-13 release|cytometric bead array	cytometric bead array assay measuring epitope specific interleukin-13 production by T cells	An assay of epitope specific interleukin-13 production by T cells that uses a cytometric bead array assay.	equivalent	biological activity assay measuring epitope specific interleukin-13 production by T cells	cytometric bead array assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001350	IFNg release|RNA/DNA detection	detection of specific nucleic acids with complementary probes assay measuring epitope specific interferon-gamma production by T cells	An assay of epitope specific interferon-gamma production by T cells that uses a detection of specific nucleic acids with complementary probes assay.	equivalent	biological activity assay measuring epitope specific interferon-gamma production by T cells	detection of specific nucleic acid polymers with complementary probes									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001353	TNFa release|cytometric bead array	cytometric bead array assay measuring epitope specific tumor necrosis factor production by T cells	A T cell epitope specific tumor necrosis factor production assay that uses a cytometric bead array assay.	equivalent	biological activity assay measuring epitope specific tumor necrosis factor production by T cells	cytometric bead array assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001354	IL-17 release|ELISPOT	ELISPOT assay measuring epitope specific interleukin-17 production by T cells	An assay of epitope specific interleukin-17 production by T cells that uses an ELISPOT assay.	equivalent	biological activity assay measuring epitope specific interleukin-17 production by T cells	enzyme-linked immunospot assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001356	IFNb release|RNA/DNA detection	detection of specific nucleic acids with complementary probes assay measuring epitope specific interferon-beta production by T cells	An assay of epitope specific interferon-beta production by T cells that uses a detection of specific nucleic acids with complementary probes assay.	equivalent	biological activity assay measuring epitope specific interferon-beta production by T cells	detection of specific nucleic acid polymers with complementary probes									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001357	GM-CSF release|RNA/DNA detection	detection of specific nucleic acids with complementary probes assay measuring epitope specific granulocyte macrophage colony-stimulating factor production by T cells	An assay of epitope specific granulocyte macrophage colony stimulating factor production by T cells that uses a detection of specific nucleic acids with complementary probes assay.	equivalent	biological activity assay measuring epitope specific granulocyte macrophage colony stimulating factor production by T cells	detection of specific nucleic acid polymers with complementary probes									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001359	IL-8 release|ELISA	ELISA measuring epitope specific interleukin-8 production by T cells	An assay of epitope specific interleukin-8 production by T cells that uses an ELISA.	equivalent	biological activity assay measuring epitope specific interleukin-8 production by T cells	enzyme-linked immunosorbent assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001360	IL-6 release|cytometric bead array	cytometric bead array assay measuring epitope specific interleukin-6 production by T cells	An assay of epitope specific interleukin-6 production by T cells that uses a cytometric bead array assay.	equivalent	biological activity assay measuring epitope specific interleukin-6 production by T cells	cytometric bead array assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001363	IL-23 release|biological activity	biological activity assay measuring epitope specific interleukin-23 production by T cells	A T cell epitope specific cytokine production assay that detects interleukin-23 production by T cells.	equivalent	biological activity assay measuring epitope specific cytokine production by T cells					interleukin-23 production					"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001367	IL-10 release|RNA/DNA detection	detection of specific nucleic acids with complementary probes assay measuring epitope specific interleukin-10 production by T cells	An assay of epitope specific interleukin-10 production by T cells that uses a detection of specific nucleic acids with complementary probes assay.	equivalent	biological activity assay measuring epitope specific interleukin-10 production by T cells	detection of specific nucleic acid polymers with complementary probes									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001368	TNF release|cytometric bead array	cytometric bead array assay measuring epitope specific tumor necrosis factor superfamily cytokine production by T cells	An assay of epitope specific tumor necrosis factor superfamily cytokine production by T cells that uses a cytometric bead array assay.	equivalent	biological activity assay measuring epitope specific tumor necrosis factor superfamily cytokine production by T cells	cytometric bead array assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
